articles,lang
"Few things get the adrenalin spiking quite like a big brawl, even if you are just a popcorn-guzzling spectator. But if you want the real ultimate fighters you need to look to nature, where champions compete for more than glory: they fight to survive.

The hardest hitters on Earth are highly likely to take you by surprise, and not just because of their speed and skill.

The owners of possibly the fastest punch known to science are marine crustaceans called mantis shrimps. They use specialised forelimbs to strike prey with shocking power. The force is so great that the mantis shrimps tear through the water, creating small implosions that generate heat, light and sound.

Some species have adapted specialised appendages to spear, like a harpoon, while others smash with a club. In captivity, they have been known to break aquarium glass with a single hit.

Many social insects clash by knocking their antennae together

Sheila Patek's laboratory at Duke University in North Carolina specialises in studying fast animal movements. Patek's team has discovered that peacock mantis shrimps can generate a force peaking at nearly 2,500 times their body weight in less than 800 microseconds.

Patek says springs, levers and latches are the key to this amazing ability. Within each mantis shrimp's appendage is a four-bar linkage system that manages force. One link pushes against the next, building up energy before it is unleashed through the harpoon or club segment.

""Much like an archer, the mantis shrimp stores up elastic energy in advance of the strike and releases it with a latch,"" says Patek.

The shrimps also engage in territorial contests. However, Patek and colleagues describe these encounters as ""ritualised sparring"" rather than lethal contests. Competing shrimps first size each other up, and only come to blows as a last resort. On the rare occasions that they physically fight, the shrimps first curl up their armoured tailplates, or telsons, to shield their abdomens. The winner is the shrimp that, like Rocky Balboa, can withstand the most hits.

Patek has also studied insects called trap-jaw ants. These insects are named for their mouth parts, which can snap shut on prey astonishingly fast.

Hares often fight duels in spring as the mating season begins

They also brawl to settle disputes, boxing one another with their antennae to determine hierarchy within the nest.

Many social insects clash by knocking their antennae together: the behaviour has been studied in ants, wasps and bees. Touching antennae does not always signal a beatdown: for example, honeybees rapidly touch antennae while exchanging food. But for letting others know who is boss, boxing is key.

In a 2016 study, researchers used high-speed cameras to record four species of trap-jaw ants boxing with their antennae. The Florida native Odontomachus brunneus struck its opponent 41.5 times per second. The team described trap-jaw ants as ""the fastest boxers ever recorded"".

Among mammals, probably the most famous thumpers are brown hares (Lepus europaeus).

Hares often fight duels in spring as the mating season begins. This is the origin of the phrase ""mad as a March hare"".

It was once believed that only male hares fought, competing for mates by swiping at their opponent with their front paws. However, modern research has shown that boxing matches are often started by females, who are not yet ready to mate and choose to fight off pushy suitors. Females only have brief windows of fertility, so males must be persistent.

Kangaroos also kick in self-defence, as many unfortunate Australian dog-walkers can attest

In Australia, the bulging biceps of male kangaroos signal more sexually-charged scuffling. A particularly ripped specimen known as Roger resides at the Kangaroo Sanctuary in Alice Springs, and has become a viral hit thanks to his bucket-crushing guns.

According to a 2013 study, the males' over-developed forelimb muscles are a result of sexual selection. Male kangaroos slap and grapple one another to settle disputes over mates, and bigger muscles give them an advantage.

But it is kick-boxing where kangaroos really excel. With his opponent in a solid headlock, a dominant male can drive the message home – balancing on his tail and pummelling with his powerful legs, which are tipped with sharp claws.

Kangaroos also kick in self-defence, as many unfortunate Australian dog-walkers can attest. And speaking of kicks, a kick from a hoof can leave an even greater impression.

Anyone that has spent time with horses know they can deliver a mean kick, especially if they buck to deliver a blow with both hind feet.

A zebra's kick is rumoured to be even more menacing, but the evidence to support this is purely anecdotal. Zebras are known to be harder to tame than horses, which might be why the idea that their kicks are more savage is so widespread.

The secretarybird may look pretty ridiculous, but it feeds on venomous snakes

Tim Caro of the University of California Davis has dedicated much of his career to studying zebras – even going so far as to dress up as a zebra to study them in the wild. In his 2016 book Zebra Stripes, he describes how plains zebras deal with predators. Video footage has shown that the zebras kick lions in the chest, but there is no scientific record of these kicks being fatal.

Other beasts that can really stick the boot in include ostriches and giraffes. Both have been recorded kicking out at, and wounding, large predators. In 2016, Planet Earth II gave us remarkable footage of a giraffe besting a lion with a well-placed kick. When you consider the ferocious jaws that might be snapping at their heels, it is little wonder that these animals can punt some serious punishment.

Yet these defensive moves are not intended to kill so much as repel. While a chance blow to a spine or jaw could prove deadly, the kicks are mostly a distraction to give the leggy prey animals a chance to run for safety.

For truly lethal strikes, we need to look at predators – especially those with difficult diets.

Stalking through the grasslands of sub-Saharan Africa is a predator researchers have described as a ""ninja eagle on stilts"". The secretarybird may look pretty ridiculous, but it feeds on venomous snakes, dispatching them with a single violent kick to the head.

Zebras are known to be harder to tame than horses

In a 2016 study, scientists measured the kicking ability of a captive male secretarybird called, for reasons that are not immediately clear, Madeleine. They found that Madeleine could deliver five or six times his own bodyweight in a tenth of the time it takes a human to blink.

This same hunting style may also have been employed by some of the aptly-named terror birds: huge flightless birds that lived in prehistoric South America. Members of the Mesembriornis genus had very strong legs, according to analyses of recovered bone fragments. This has prompted scientists to suggest that the birds might have dished out bone-shattering kicks, as a way to access the nutritious bone marrow of their prey.

Perhaps we should all forget about floating like a butterfly and stinging like a bee, and instead focus on punching like a shrimp and kicking like a bird.",en
"Build a web, catch a fly, wrap the fly in silk, then devour at leisure. This hunting strategy has proven so effective that orb-weaving spiders are one of the most successful groups of animals. They are found in almost every corner of the world and there are more than 3,000 species.

Making a web is a fairly sophisticated ploy. As well as multiple forms of silk and glue, the spider needs to perform a sequence of precise manoeuvres.

But why bother building your own web, when you can just invade somebody else's and devour the architect?

A clandestine group of spiders known as ""pirates"" have adopted this nefarious method of nabbing their prey. Their hunting strategies are among the most remarkable in the animal kingdom.

Pirate spiders are members of the spider group that includes all the ""orb weavers"" – those that make the prototypical, circular webs we are all familiar with – but they do not make webs.

In fact, they have lost the ability. They can still produce silk, which they use to build egg sacs and wrap prey. But they are anatomically incapable of spinning a web. The number of silk ""spigots"" on their spinnerets is dramatically small compared to their relatives.

Instead, they invade the webs of other spiders, in a bid to lure and then kill the hapless architect. Gently, they pluck the strings of the web, enticing the host to approach.

Once the host spider has ventured close enough, the pirate makes its move.

First, it encloses its duped prey within its two enormous front legs. These are fringed with massive spines, called ""macrosetae"", which they use to trap the host within a prison-like basket.

Then, the final move: the pirate bites its prey and uses its fangs to inject a powerful venom that instantly immobilises it.

It is a powerfully effective hunting technique.

""It can be riveting to watch a pirate stealthily wandering while waving its long, first pair of legs to narrow in on the location of the other spider,"" says Mark Townley of the University of New Hampshire. ""Despite many hours spent feeding pirates for our studies on spinnerets, I never became jaded by the sight of them searching for and attacking prey. It was always a marvel to watch. They can wield that first pair of legs so delicately that I've seen them touch prey spiders so lightly without them reacting in any way, not seeming to even notice.""

But we do not yet fully understand how the pirate's strategy works.

In particular, it is not clear why the pirate spiders pluck the strings of the host spider's web.

It has long been assumed that the plucking mimics the vibrations caused by an ensnared insect. Hence the Latin name for pirate spiders: Mimetidae, or ""imitator"".

However, not all entomologists agree that this is what the pirate spiders are doing.

""The behaviour of resident spiders towards pirate spiders and their own prey is quite different, as are the vibrations in the web caused by these two sources,"" says Carl Kloock of California State University Bakersfield.

He has an alternative suggestion. ""It seems to me most likely that pirate spiders are mimicking the vibrations of web-invading spiders of the same species, and possibly spiders of different species,"" says Kloock. ""A spider on its web needs to defend its web – a valuable resource – from other spiders, who may try to take over the web to avoid the cost of building their own web, or simply try to steal prey from the web.""

""These encounters follow a pretty simple pattern, where the spiders signal at one another, then slowly approach each other, usually until the smaller spider gives up and flees the web.

""I think what the pirate spiders are doing is basically sending a deceptive signal representing themselves as small web invaders that refuse to flee, drawing the resident closer and closer until they are within attack range,"" Kloock adds.​ ​

Then there is the matter of pirate spider venom, which has evolved to be extremely toxic towards other spiders, including members of their own species, but not towards other animals.

""Once another spider has been bitten it ceases to move, whereas fruit flies may struggle for several minutes,"" says Daniel Mott of Texas A&M International University. ""Their toxins appear to be very specific to other spiders.""

Why, and how, could such a strange hunting strategy evolve?

The first problem is that the prey spiders are also predators, equipped with fangs and venom. This means they are more dangerous than, say, beetles or flies, and also less abundant.

Secondly, pirate spiders are specialist predators. While they do sometimes feast on other prey, their main source of food is always spiders. By comparison, most orb-weaving spiders are generalist predators, eating whatever wanders into their web.

In fact, pirates are not even capable of capturing other spiders without the web to stand on.

""In the lab, if you put an orb weaver into a jar but don't allow it to spin a web, the pirate spider will not attack it,"" says Danilo Harms of the University of Hamburg in Germany. ""It needs a web in order to capture another spider.""

Somehow, the ancestors of pirate spiders both lost the ability to weave their own webs, and became predators of other spiders to boot.

Harms says the most plausible explanation is that it began with thievery. Pirate spiders' ancestors may have started invading the webs of other spiders, in order to steal the insects that the host had painstakingly trapped, poisoned and stored.

This filching behaviour has a colourful name: ""kleptoparasitism"".

Some of the proto-pirates could have then taken this tactic to the next level, by preying on the host spiders themselves. Over time, they would then have become increasingly specialised for capturing other spiders: evolving unusually long front legs, sophisticated web-plucking behaviours, and spider-specific venom.

This idea has been dubbed the ""kleptoparasitism-origin hypothesis"".

Whatever the reason for their quirky behaviour, pirate spiders are highly successful. Scientists have formally described more than 160 species, and they are found on every continent except Antarctica.

""We know a little bit about the biology of a tiny fraction of pirate spiders, but for most of the species we know literally nothing about their life history and behaviour,"" says Gustavo Hormiga of George Washington University. ""For example, virtually nothing is known about the biology of the beautifully bizarre South American tropical pirate spiders of the genus Gelanor.""

In this genus, the males' pedipalps – modified legs, which they use for inseminating females – are twice the length of the male's body. It may be that this allows them to inseminate females from a distance. ""In all other spiders, copulation requires that both partners are close to each other,"" says Hormiga. Mating at a distance would be a useful precaution, as pirate spiders are aggressive, possess potent venom, and are primed to prey on other arachnids, including their own kind.

But they also have a gentler side.

In a study published in November 2016 in the journal Cladistics, Hormiga and his student Ligia Benavides described five new species. Their study also featured the first report of female pirate spiders caring for their young.

Maternal care is relatively common in spiders. Some merely regurgitate prey for their young, while others go as far as allowing their spiderlings to feast upon their corpse. But maternal care had never been seen in the seemingly ""nasty"" pirate spiders.

""In the field, we observed females of Mimetus, Anansi and Ero taking care of eggs and spiderlings. Pirates can be good mothers,"" says Benavides. ""In some instances, females had their eggs distributed evenly in a small web on the underside of a leaf. But if I moved a web or touched the spider, she would gather all the eggs or spiderlings quickly, create a ball with them, and carry them away in order to protect them.""

Pirate spiders are clearly a tale unto themselves. However, their habit of imitating prey in order to devour another spider – an act known as ""aggressive mimicry"" – is not unique to them. It has evolved in arachnids independently at least twice before.

There is a genus of jumping spiders known as Portia. These spiders also mimic prey, pluck the webs of unlucky host spiders, and devour them.

Like other jumping spiders, Portia spiders have enormous eyes and mostly rely on vision to seek out their prey. In contrast, pirates seem to rely more on their sense of touch. In the lab, covering their eyes with paint does little to hinder their attacks on other spiders.

Pirates and Portia spiders are fairly recent evolutionary developments. However, ""pelican spiders"" also feast on other arachnids – and they are so ancient, they pre-date the evolution of winged insects.

Pelican spiders owe their nickname to their phenomenally large jaws (technically ""chelicerae"") and elongated necks. Formally known as Archaeidae, they are also sometimes called ""assassin spiders"".

With one chelicera they spear their prey. With the other, they inject the dangling, impaled spider with venom.

Pelican spiders have always preyed on other spiders – unlike the mimetids, which evolved from web-spinning spiders. They were first discovered from fossilised specimens in 1854, according to Harms, before living specimens were found in Madagascar in 1881.

""So, if you are older than the radiation of insects, what could you eat? Potentially other spiders,"" says Harms. ""That's why they have such strange morphology.""

Strange as it may seem, for some spiders feasting on the flesh of their spidery cousins is a great way to make a living.

Never miss a moment. Sign-up now for the BBC Earth newsletter.",en
Quiz: What are the oldest living things on Earth?,en
"Last year, British photographer Steve Jones shot the well-preserved wreck of the World War Two US bomber B-17G Flying Fortress off the island of Vis, Croatia. The aircraft crashed in 1944 after getting hit by anti-aircraft fire, killing co-pilot, Ernest Vienneau.

“In years to come, many of the ships and aircraft lost during the World Wars will be gone forever.”

Diving such sites can be both “exhilarating and spectacular” and “sombre and sad” when there has been loss of life, says Jones; something that hit home particularly hard on this shoot.

The images Jones captured ended up having a surprisingly personal impact after he entered the photographs in the Underwater Photographer of the Year awards. His entry was published and spotted by the late co-pilot's family who got in touch with Jones.

“They had never seen images of his resting place,” says Jones. “The follow-on correspondence meant even more to me than the dive itself.”

“From descending into the massive cylindrical turret armour of the WW1 Battleship HMS Audacious, to seeing the deck of the WW2 wreck SS Empire Heritage covered in Sherman tanks, I’m frequently left in awe of what I’ve seen,” he says.

But these relics from one of the bloodiest chapters in human history are slowly disappearing.

“In years to come many of the ships and aircraft lost during the World Wars will be gone forever,” says Jones.

Since wrecks deteriorate over time, he says, photographing them is “capturing a point in history that will never be seen again”.

“Underwater photography and scuba diving is a form of meditation.”

“When you dive on a wreck that has lain on the seabed, sometimes over a hundred years, it's like time stood still,” says Anders Nyberg, a freelance photographer from the Swedish island of Gotland.

His favourite technique is to showcase familiar objects in the strange, other-worldly setting of the deep.

“It may be a door handle, a vase or a binocular, furniture or a wall with a tool that hangs neatly left on the wall. It is so I like it, untouched, to get the best pictures,” he says.

Wreck sites like the SS Thistlegorm, one of the world’s best-known wrecks, are among his favourite to photograph, as the area’s diverse marine life and beautiful corals make rich, wide-angle photography subjects.

Nyberg’s most startling experience, though, was not one he managed to capture on camera.

He and his wife were diving SS President Coolidge, which sank in 1942 off the island Esparto Santo, Vanuatu, when the cargo rooms became flooded with blue flashing lights.

“Slowly we were totally surrounded by this glitter and I became completely disorientated,” he says.

The peculiar blue lights turned out to be the biolumiscent eyes of a school of fish. The phenomenon – thought to attract or illuminate prey – can only be seen in total darkness, so turning on a torch would have stopped the effect.

Nyberg’s advice for getting the perfect underwater shot is to master your diving and camera equipment before going into the water. For safety it is important to use a line to follow out, in case visibility is poor.

Diving on wrecks is both exciting and physically and mentally demanding, but it can also be “a form of meditation, to relax from the stress of everyday life and work”.

Photographer, designer, and author, Jennifer Idol is the first woman to dive 50 states in her native US.

“I particularly enjoy large intact wrecks that are historic and not artificial reefs. Each wreck tells a story,” Idol says.

Wreck diving etiquette 1. Respect War Graves

Treat wrecks with the respect you would give a churchyard. 2. Respect the Wreck Environment

Treat them with the care you would give to coral reefs. 3. Respect the Future

Take photos rather than souvenirs. 4. Respect Our History

If you find anything, report it to the Receiver of Wreck. 5. Respect Yourself

Make sure that you are appropriately trained for safe wreck diving. 6. Respect Your Family and Friends

Some wrecks contain dangerous cargoes or live munitions – don't disturb them. 7. Respect the Law

Know and respect maritime laws – and avoid a criminal record. Source: British Sub-Aqua Club

She describes her experience photographing the U-352 in North Carolina – a WW2 German submarine sunk by the US Coast Guard Cutter Icarus, which rests at 35m (115 feet) below the surface.

“It feels like descending through time until you reach a boat much smaller than you expect.”

To take successful photographs, Idol advises focusing on recognisable features of the wreck.

“Wrecks easily appear abstract and unidentifiable.”

“Wrecks easily appear abstract and unidentifiable,” she explains.

“The bow and stern are obvious exterior shots while a conning tower, wheelhouse, or unique feature to a wreck will work on the interior. Using models in an image helps show the scale of a wreck.”

Creating a powerful image takes planning. Idol says it is important photographers consider “orientation, condition, and depth” before a shoot.

“A ship can be too large to see on one dive, especially when setting up a photo. Usually, descent lines are set in place or boats are moored to a line from which you follow to the wreck.

“If you are creating images inside the wreck, it is important to first become familiar with the wreck and then also to follow necessary diving procedures for penetration. This may include setting lines or diving mixed gases and using redundant diving systems.”

Even to someone as experienced as Idol, wrecks can yield surprises.

“I am sometimes surprised to find schools of fish, invertebrates, and even eels deep inside wrecks,” she says. “The life inside a wreck is surprising because it feels remote, is dark, and evades currents.”

“It is very nice…to see how the sea makes from a huge piece of steel a new house for fishes”

“It’s very special to feel you are in a place where some years ago there was people cruising the seas on it. I can imagine a lot of stories about it,” says Jordi Benitez, a banker from Spain who started in underwater photography 12 years ago.

“It is very nice too, to see how the sea makes from a huge piece of steel a new house for fishes, and how a new ecosystem is created around the wreck.”

Benitez’ subjects have included the Dragonera in Tarragona – a large ship sunk in the 1990s as an underwater tourism attraction – and in the Red Sea the Chrisoula K and Thistlegorm. The former is a cargo ship that struck a reef and sank in the 1980s, and the latter a British wartime ship that was attacked and sunk in 1941, killing nine people. The Thistlegorm wreck was discovered in the 1950s.

“I love to dive in the SS Thistlegorm because there are still a lot of materials from WW2,” says Benitez. “You can see bikes, trucks, trains, wings of planes... You feel as [though] you were travelling 70 years back.”

His advice for capturing effective underwater photographs is to use a “very wide-angle lens” and to “play with the light”.

“In underwater photography, we use many times strobes and artificial light, but in wrecks, it’s very nice to play with natural light, this gives also a special atmosphere to the pictures.”

For more incredible ocean stories, follow OurBluePlanet on Twitter. Get in touch with to share your most magical ocean moments, and for inspiration watch the launch video on the BBC Earth YouTube Channel.

#OurBluePlanet is a collaboration between BBC Earth and Alucia Productions.

Join the #EarthCapture underwater film and photo challenge by uploading your shots here:

Never miss a moment. Sign-up now for the BBC Earth newsletter.",en
"Type the ingredients you want to use, then click Go. For better results you can use quotation marks around phrases (e.g. ""chicken breast""). Alternatively you can search by chef, programme, cuisine, diet, or dish (e.g. Lasagne).",en
"Image copyright Getty Images Image caption ""Nutella arouses your enthusiasm,"" the slogan on the pot reads

A discount on Nutella has led to violent scenes in a chain of French supermarkets, as shoppers jostled to grab a bargain on the sweet spread.

Intermarché supermarkets offered a 70% discount on Nutella, bringing the price down from €4.50 (£3.90) to €1.40.

But police were called when people began fighting and pushing one another.

""They are like animals. A woman had her hair pulled, an elderly lady took a box on her head, another had a bloody hand,"" one customer told French media.

A member of staff at one Intermarché shop in central France told the regional newspaper Le Progrès: ""We were trying to get in between the customers but they were pushing us.""

All of its stock was snapped up within 15 minutes and one customer was given a black eye, the report adds.

Similar scenes have been reported across France, with some being described as ""riots"".

The hunt for discounted jars continued on Friday, with shoppers in a supermarket near Toulouse being handed just one each:

Some 365 million kilos of Nutella, a hazelnut chocolate spread, is consumed every year in 160 countries around the world.

It was created by the Ferrero family in the 1940s in the Piedmont region of Italy, which is famed for its hazelnuts.

The firm said it regretted Thursday's violence, but noted that the discount had been unilaterally decided by Intermarché.

You might also like",en
"Image copyright Getty Images

We all know what makes us fat: eating more in calories than we burn off in energy. But though this is true, it doesn't answer the more interesting question - why do we overeat in the first place?

Why do I sometimes feel compelled to eat that bit of cake or bar of chocolate although I know I am going to regret it a few minutes later?

Is it just greed - or is something else going on?

Although self-control is important, there is mounting evidence that stress plays a significant part in weight gain.

Chronic stress disrupts our sleep and our blood sugar levels. This leads to increased hunger and comfort eating.

And that then leads to further disrupted sleep, even higher levels of stress and even more disrupted blood sugars. In time, this can lead not only to unhealthy levels of body fat, but also to type-2 diabetes.

To see what can happen, Dr Giles Yeo, a member of the Trust Me, I'm a Doctor team, decided, with the help of scientists from Leeds University, to put himself through a particularly stressful day.

The Leeds scientists started by asking Giles to do something called the Maastricht Stress Test.

They put him in front of a computer and made him rapidly subtract a number, 17, from another number, 2,043. He kept making mistakes, which for someone like Giles is particularly stressful.

Then they got him to put his hand in a bath of ice-cold water and hold it there. Before and after these tests, the Leeds team measured Giles's blood sugar levels.

More from Trust Me I'm a Doctor:

Our blood sugar levels rise when we eat and, in a healthy person like Giles, they quickly return to normal.

But what the Leeds team found was that on the day when Giles was being deliberately stressed, his blood sugar levels took three hours to return to normal - some six times longer than on a previous, stress-free day.

The reason this happens is that when you are stressed, your body goes into ""fight or flight"" mode.

Your body thinks it is under attack and releases glucose into your blood to provide energy for your muscles.

Image copyright Getty Images Image caption Stress can disrupt sleep - and lead to comfort eating

But if you don't need that energy to run away from danger, then your pancreas will pump out insulin to bring those blood sugar levels back down again.

These rising levels of insulin and falling blood sugars will make you hungry - which is why you crave sugary carbs when you are stressed.

The same sort of thing happens when you have a bad night's sleep.

A recent study carried out by researchers at King's College, London found that if you sleep-deprived people they would consume, on average, an extra 385kcal per day, which is equivalent to the calories in a large muffin.

Children also get the munchies when they haven't had enough sleep.

In another recent study, researchers took a small group of three- and four-year-olds (all regular afternoon nappers) and not only deprived them of their afternoon nap, but also kept them up for about two hours past their normal bedtime

The following day, the children ate 20% more calories than usual, particularly more sugar and carbohydrates. They were then allowed to sleep as much as they wanted.

The day after that, they still consumed 14% more calories than normal.

So how can you reduce daily stress?

Breathing stress away

Here's a breathing technique, recommended by NHS Choices, which I find effective. You will get the most benefit if you make it part of your daily routine.

You can do it standing, sitting or lying - whatever is the most relaxing.

Start by breathing in as deeply as you can, through your nose, without forcing it, to a count of five

Then, gently exhale, through your mouth, to a count of five

Keep breathing in through your nose and out through your mouth - steadily

Keep doing this for three to five minutes

One of the first things I would strongly recommend is to try to get a good night's sleep. This is easier said than done, but NHS Choices provides some useful tips.

You could also try some well established ""stress-busting"" techniques - such as exercising, gardening, mindfulness or yoga.

When I recently tested them, with the help of Prof Angela Clow, a stress expert from the University of Westminster, the mindfulness came out on top.

But a key finding of our study was you really only got benefit if you enjoyed it.

So do try different things and see which works best for you.

Trust Me I'm a Doctor is on BBC Two at 20:30 on Wednesday 24 January and will be available on iPlayer afterwards.",en
"Image copyright Reuters Image caption Customers enter the store by scanning the Amazon Go app on their smartphone

In a move that could revolutionise the way we buy groceries, Amazon has opened a supermarket with no checkout operators or self-service tills.

Long queues formed outside the Amazon Go store in Seattle before it opened its doors to the public on Monday.

It uses hundreds of ceiling-mounted cameras and electronic sensors to identify each customer and track the items they select.

Purchases are billed to customers' credit cards when they leave the store.

On entering the store, shoppers walk through gates similar to those in the London underground, swiping their smartphones loaded with the Amazon Go app.

Then they are free to put any of the sandwiches, salads, drinks and biscuits on the shelves straight into their shopping bags.

There's no need for a trolley or basket, since you won't be unpacking it again at the till. In fact, unless you need to be ID-checked for an alcohol purchase, there's also no need for any human interaction at all.

With the help of sensors on the shelves, items are added to customers' Amazon Go account as they pick them up - and delete any they put back. An electronic receipt is issued as they exit.

The store opened to employees of the online retail giant in December 2016 and had been expected to allow the public in more quickly.

But there were some teething problems with correctly identifying shoppers of similar body types - and children moving items to the wrong places on shelves, according to an Amazon insider.

Image copyright Reuters Image caption Aside from the technology, the shop is a conventional food store

Gianna Puerini, head of Amazon Go, said the store had operated well during the test phase: ""This technology didn't exist - it was really advancing the state of the art of computer vision and machine learning.""

How does it work?

Grab-and-go shopping has been the ""future of retail"" for some time now.

But now Amazon believes its time has come - or at least that it is ready for real-world testing.

They're calling it ""Just walk out"" and while they won't spill the beans on just how it works, they say it uses ""computer vision, deep learning algorithms and sensor fusion, much like you'd find in a self-driving car"".

You scan a QR code as you enter. After that, your phone can go back in your pocket.

Hundreds of infra-red ceiling cameras have been trained (with Amazon employees as guinea pigs) over the past year to differentiate between customers as they move around the store, and between items for sale, even those with similar appearances, such as different flavours of the same canned drink.

There are weight sensors on the shelves to help indicate if an item has been taken or put back. And some items carry a visual dot code, like a bar code, to help cameras identify them.

Amazon isn't offering any information on how accurate the system is.

However, one journalist attempted to shoplift some cans of soft drink - but the system spotted it and added them on his bill.

Amazon has not said if it will be opening more Go stores, which are separate from the Whole Foods chain that it bought last year for $13.7bn (£10.7bn).

As yet the company has no plans to introduce the technology to the hundreds of Whole Foods stores.

However, retailers know that the faster customers can make their purchases, the more likely they are to return.

Making the dreaded supermarket queue a thing of the past will give any retailer a huge advantage over its competitors.

The Seattle store is not Amazon's first foray into bricks and mortar retailing. In 2015 the firm opened its first physical bookshop, also in Seattle where the company is based. There are now 13 in the US - as well as dozens of temporary pop-up outlets.

Image copyright Getty Images Image caption Customers must have the Amazon Go app, and scan a QR code from it as they pass through a turnstile

Image copyright Reuters

In its third quarter results in October, Amazon for the first time put a figure on the revenues generated by its physical stores: $1.28bn. Yet almost all of that was generated by Whole Foods.

While its stores may not yet be moneyspinners, analysts have said Amazon is using them to raise brand awareness and promote its Prime membership scheme. Prime members pay online prices at its bookstores, for example, while non-members are charged the cover price.

Brian Olsavsky, Amazon chief financial officer, recently hinted that rivals should expect more Amazon shops in the months and years ahead.

""You will see more expansion from us - it's still early, so those plans will develop over time,"" he said in October.

You may also be interested in:",en
"Media playback is unsupported on your device Media caption Fans and players salute Cyrille Regis ahead of a celebration of his life at The Hawthorns

A celebration of the life of footballer Cyrille Regis has been held at the ground where he started his ""pioneering"" career.

The former West Bromwich Albion striker, who is widely credited with inspiring a generation of black players, died on 14 January, aged 59.

Regis's funeral cortege left The Hawthorns stadium at about 08:30 GMT for a private family funeral service.

The public celebration at the ground was packed with people paying tribute.

Almost 2,000 tickets were available for the celebration of the former England international's life at The Hawthorns, where Regis began his professional career in 1977..

His family emerged inside the ground to Chris Love singing Bring Him Home from the musical Les Miserables.

Cyrille Regis remembered: Live coverage

Family friend Karl George said relatives had been ""overwhelmed"" by the support since he died and that ""it's not goodbye but it is 'until we meet again'.""

Reading his eulogy, Regis's widow, Julia Regis, told the crowd: ""Cyrille treated everyone like they were the most important person he ever met.""

She received a standing ovation after paying tribute to her ""lovely, caring amazing husband"".

Image copyright Rex Features Image caption Cyrille Regis was the third black player to be capped by England

Image copyright Mike Egerton Image caption Hundreds of fans gathered at The Hawthorns to see the funeral cortege depart

The celebration featured ""songs, a lively atmosphere and personal tributes"", his former club said.

Brendon Batson, who played alongside Regis and Laurie Cunningham at West Brom, said: ""He had a calm presence and a ready smile.

""We played at a time when many black players suffered vile abuse. But Cyrille never lost his cool. You could not intimidate Cyrille Regis.

""We will never forget Cyrille. Nice one Cyrille, nice one son.""

Regis, who lived in Edgbaston, Birmingham, was capped five times by England and played for several clubs including West Brom, Coventry and Aston Villa.

He was the third black player to play for England and was appointed an MBE in 2008.

Media playback is unsupported on your device Media caption 'Privileged to have spent part of his journey with him'

Image copyright Mike Egerton Image caption Regis is regarded as a legend at the Black Country club

Regis, Cunningham and Batson were dubbed by their then manager Ron Atkinson as ""The Three Degrees"".

The trio were all subject to racist abuse during the late 1970s.

They are due to be honoured with a 10ft statue, called The Celebration, in West Bromwich. It is set to be unveiled this season, following a delay and Atkinson has called on fans to make donations towards the £38,000 still needed to complete the project.

Daughter Michelle Regis said: ""A legend, a gentleman, The Three Degrees, big C, the many different names you had.

""But I couldn't be more proud to just call you my dad. But I too one day will leave this place and return into my father's open arms.""

Image copyright Getty Images Image caption Regis was honoured with an MBE in 2008 for his voluntary work and football career

Image copyright PA Image caption Among those speaking at the celebration event were former team-mate and fellow member of the ""Three degrees"" Brendon Batson, John Sillett, who managed Regis to 1987 FA Cup final glory, John Homer, chairman of West Brom's supporters' club and football agent Jonathan Barnett

Image copyright Reuters Image caption Dozens of fans' mementoes have been left at The Hawthorns

Image copyright Mike Egerton Image caption West Brom fans held tributes as the funeral procession went past the ground",en
"Is bitcoin finally going mainstream in the Midlands?

New ways to buy bitcoins themselves and new ways to spend them are appearing in the Midlands.",en
"Find out about how our fixers work, how they got started and their advice for you if you want to get into the tech and digital industries.

Each film will show you the processes our fixers use on a daily basis to deliver a wide range of projects and products, as well as top tips for any budding designer, engineer or technologist.

The Think Like a Fixer films are part of the BBC’s Make it Digital initiative, and can be used by makerspaces, fab labs, clubs, and schools across the UK to show and use as inspiration. We think they will make an excellent kick off to any workshop about design and innovation.

If you would like to use the films for an event, please get in touch by emailing Make It Digital and we will send you a download link. There is no charge, but we will ask you to agree to some terms and conditions.",en
